"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Philippines","Conventional crude oil - exports","2012","Metric tons,  thousand","191.4",""
"Philippines","Conventional crude oil - exports","2011","Metric tons,  thousand","334.2",""
"Philippines","Conventional crude oil - exports","2010","Metric tons,  thousand","356.9",""
"Philippines","Conventional crude oil - exports","2009","Metric tons,  thousand","121.3",""
"Philippines","Conventional crude oil - exports","2008","Metric tons,  thousand","68.937",""
"Philippines","Conventional crude oil - exports","2007","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","2006","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","2005","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","2004","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","2003","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","1995","Metric tons,  thousand","97",""
"Philippines","Conventional crude oil - exports","1994","Metric tons,  thousand","186",""
"Philippines","Conventional crude oil - exports","1993","Metric tons,  thousand","293",""
"Philippines","Conventional crude oil - exports","1992","Metric tons,  thousand","334",""
"Philippines","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Philippines","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Poland","Conventional crude oil - exports","2021","Metric tons,  thousand","180.628",""
"Poland","Conventional crude oil - exports","2020","Metric tons,  thousand","198.502",""
"Poland","Conventional crude oil - exports","2019","Metric tons,  thousand","242.907",""
"Poland","Conventional crude oil - exports","2018","Metric tons,  thousand","296.215",""
"Poland","Conventional crude oil - exports","2017","Metric tons,  thousand","219.539",""
"Poland","Conventional crude oil - exports","2016","Metric tons,  thousand","224",""
"Poland","Conventional crude oil - exports","2015","Metric tons,  thousand","254",""
"Poland","Conventional crude oil - exports","2014","Metric tons,  thousand","420",""
"Poland","Conventional crude oil - exports","2013","Metric tons,  thousand","403",""
"Poland","Conventional crude oil - exports","2012","Metric tons,  thousand","211",""
"Poland","Conventional crude oil - exports","2011","Metric tons,  thousand","292",""
"Poland","Conventional crude oil - exports","2010","Metric tons,  thousand","211",""
"Poland","Conventional crude oil - exports","2009","Metric tons,  thousand","226",""
"Poland","Conventional crude oil - exports","2008","Metric tons,  thousand","247",""
"Poland","Conventional crude oil - exports","2007","Metric tons,  thousand","288",""
"Poland","Conventional crude oil - exports","2006","Metric tons,  thousand","282",""
"Poland","Conventional crude oil - exports","2005","Metric tons,  thousand","216",""
"Poland","Conventional crude oil - exports","2004","Metric tons,  thousand","138",""
"Poland","Conventional crude oil - exports","2003","Metric tons,  thousand","161",""
"Poland","Conventional crude oil - exports","2002","Metric tons,  thousand","497",""
"Poland","Conventional crude oil - exports","2001","Metric tons,  thousand","440",""
"Poland","Conventional crude oil - exports","2000","Metric tons,  thousand","129",""
"Poland","Conventional crude oil - exports","1999","Metric tons,  thousand","0",""
"Poland","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Poland","Conventional crude oil - exports","1997","Metric tons,  thousand","0",""
"Poland","Conventional crude oil - exports","1996","Metric tons,  thousand","1",""
"Qatar","Conventional crude oil - exports","2020","Metric tons,  thousand","26428.055",""
"Qatar","Conventional crude oil - exports","2019","Metric tons,  thousand","27788.78",""
"Qatar","Conventional crude oil - exports","2018","Metric tons,  thousand","25676",""
"Qatar","Conventional crude oil - exports","2017","Metric tons,  thousand","25647",""
"Qatar","Conventional crude oil - exports","2016","Metric tons,  thousand","28051",""
"Qatar","Conventional crude oil - exports","2015","Metric tons,  thousand","28216",""
"Qatar","Conventional crude oil - exports","2014","Metric tons,  thousand","30614",""
"Qatar","Conventional crude oil - exports","2013","Metric tons,  thousand","29133",""
"Qatar","Conventional crude oil - exports","2012","Metric tons,  thousand","31767",""
"Qatar","Conventional crude oil - exports","2011","Metric tons,  thousand","31863",""
"Qatar","Conventional crude oil - exports","2010","Metric tons,  thousand","31633",""
"Qatar","Conventional crude oil - exports","2009","Metric tons,  thousand","32138",""
"Qatar","Conventional crude oil - exports","2008","Metric tons,  thousand","37005",""
"Qatar","Conventional crude oil - exports","2007","Metric tons,  thousand","34299",""
"Qatar","Conventional crude oil - exports","2006","Metric tons,  thousand","33727",""
"Qatar","Conventional crude oil - exports","2005","Metric tons,  thousand","33935",""
"Qatar","Conventional crude oil - exports","2004","Metric tons,  thousand","33420",""
"Qatar","Conventional crude oil - exports","2003","Metric tons,  thousand","30824",""
"Qatar","Conventional crude oil - exports","2002","Metric tons,  thousand","27535",""
"Qatar","Conventional crude oil - exports","2001","Metric tons,  thousand","30056",""
